label,generic_name,source,confidence,drug_class,common_form
Agedefy,Beta carotene + Vitamin C + Vitamin E,medex,1.0,,Tablet
Aggra,Sildenafil Citrate,medex,1.0,,Tablet
Aggreno,Aspirin + Dipyridamole,medex,1.0,,Capsule (Extended Release)
Aglip,Alogliptin Benzoate,medex,1.0,,Tablet
Agonil,Diethylamine Salicylate,medex,1.0,,Cream
Agorest,Agomelatine,medex,1.0,,Tablet
Agotin,Agomelatine,medex,1.0,,Tablet
Agoxin,Digoxin,medex,1.0,,Tablet
AH,Albendazole,medex,1.0,,Chewable Tablet
Aid,Diclofenac Sodium,medex,1.0,,Tablet
Aid SR,Diclofenac Sodium,medex,1.0,,Tablet (Sustained Release)
Aid TR,Diclofenac Sodium,medex,1.0,,Capsule (Timed Release)
Aircast,Montelukast Sodium,medex,1.0,,Tablet
Aire,Levosalbutamol (Oral),medex,1.0,,Tablet
AirFlow,Montelukast Sodium,medex,1.0,,Tablet
Airfors,Salbutamol + Budesonide,medex,1.0,,Metered-Dose Inhaler (MDI)
Airmont,Montelukast Sodium,medex,1.0,,Tablet
Airnaaf,Ketotifen Fumarate (Oral),medex,1.0,,Syrup
Airpro,Levosalbutamol (Oral),medex,1.0,,Syrup
Airup,Montelukast Sodium,medex,1.0,,Tablet
Airway,Montelukast Sodium,medex,1.0,,Tablet
Ajardy,Empagliflozin,medex,1.0,,Tablet
Ajardy M,Empagliflozin + Metformin Hydrochloride,medex,1.0,,Tablet
Ajuben,Deutetrabenazine,medex,1.0,,Tablet
Ajwa,Atorvastatin Calcium,medex,1.0,,Tablet
Akarvia,Favipiravir,medex,1.0,,Tablet
Akicin,Amikacin,medex,1.0,,IM/IV Injection
Aknill,Isotretinoin (Topical),medex,1.0,,Topical Gel
Akno,Isotretinoin (Oral),medex,1.0,,Capsule
Aktivex,Naproxen Sodium,medex,1.0,,Tablet
AL-D3,Cholecalciferol [Vitamin D3],medex,1.0,,Capsule
AL-DS,Albendazole,medex,1.0,,Chewable Tablet
ALA,Alpha-Lipoic Acid,medex,1.0,,Capsule
Alaclov,Valacyclovir,medex,1.0,,Tablet
Alacot,Olopatadine Hydrochloride,medex,1.0,,Ophthalmic Solution
Alacot DS,Olopatadine Hydrochloride,medex,1.0,,Ophthalmic Solution
Alacot Max,Olopatadine Hydrochloride,medex,1.0,,Ophthalmic Solution
Aladay,Olopatadine Hydrochloride,medex,1.0,,Ophthalmic Solution
Aladay DS,Olopatadine Hydrochloride,medex,1.0,,Ophthalmic Solution
Aladay Max,Olopatadine Hydrochloride,medex,1.0,,Ophthalmic Solution
Aladin,Rupatadine Fumarate,medex,1.0,,Tablet
Alafix,Ketotifen Fumarate (Oral),medex,1.0,,Syrup
Alafree,Fexofenadine Hydrochloride,medex,1.0,,Tablet
Alagra,Fexofenadine Hydrochloride,medex,1.0,,Tablet
Alanil,Fexofenadine Hydrochloride,medex,1.0,,Tablet
Alaradate,Methylphenidate Hydrochloride,medex,1.0,,Tablet
Alargol,Cetirizine Hydrochloride,medex,1.0,,Syrup
Alarid,Ketotifen Fumarate (Oral),medex,1.0,,Tablet
Alaron,Loratadine,medex,1.0,,Tablet
Alartn,Cetirizine Hydrochloride,medex,1.0,,Syrup
Alarup,Rupatadine Fumarate,medex,1.0,,Tablet
Alarzil,Pheniramine Maleate,medex,1.0,,Tablet
Alat,Cetirizine Hydrochloride,medex,1.0,,Tablet
Alater,Cetirizine Hydrochloride,medex,1.0,,Tablet
Alatin,Cetirizine Hydrochloride,medex,1.0,,Tablet
Alaxen,Alprazolam,medex,1.0,,Tablet
Alba,Albendazole,medex,1.0,,Chewable Tablet
Albafen,Baclofen,medex,1.0,,Tablet
Albamax DS,Albendazole,medex,1.0,,Chewable Tablet
Albaplex,Vitamin B complex,medex,1.0,,Syrup
Albasine,Almitrine Bismesylate + Raubasine,medex,1.0,,Tablet
Albatab,Vitamin B complex,medex,1.0,,Tablet
Albazol DS,Albendazole,medex,1.0,,Chewable Tablet
Alben,Albendazole,medex,1.0,,Oral Suspension
Alben-DS,Albendazole,medex,1.0,,Chewable Tablet
Albenda DS,Albendazole,medex,1.0,,Chewable Tablet
Albendol,Albendazole,medex,1.0,,Chewable Tablet
Albendox,Albendazole,medex,1.0,,Chewable Tablet
Albengen DS,Albendazole,medex,1.0,,Chewable Tablet
Albentas,Albendazole,medex,1.0,,Chewable Tablet
Albet-CL,Betamethasone + Clotrimazole,medex,1.0,,Ointment
Albet-N,Betamethasone + Neomycin Sulphate (Topical),medex,1.0,,Ointment
Albezen,Albendazole,medex,1.0,,Chewable Tablet
Albezole,Albendazole,medex,1.0,,Chewable Tablet
Albicon,Albendazole,medex,1.0,,Oral Suspension
Albicon DS,Albendazole,medex,1.0,,Chewable Tablet
Albion Hand Rub,Isopropyl Alcohol + Hydrogen Peroxide + Glycerol,medex,1.0,,Hand Rub
Albion Hand Sanitizer,Ethanol + Isopropyl alcohol,medex,1.0,,Hand Rub
Albion Oralsaline,Oral rehydration salt [glucose based],medex,1.0,,Oral Powder
Albiquin,Quinine Sulfate,medex,1.0,,Tablet
Albizox,Nitazoxanide,medex,1.0,,Powder for Suspension
Albol-DS,Albendazole,medex,1.0,,Chewable Tablet
Albrex,Albendazole,medex,1.0,,Chewable Tablet
Albunorm,Albumin (Human),medex,1.0,,IV Infusion
AlbuRx,Albumin (Human),medex,1.0,,IV Infusion
Albutein,Albumin (Human),medex,1.0,,IV Infusion
Albutrim,Sulphamethoxazole + Trimethoprim,medex,1.0,,Oral Suspension
Alcadin,Alcaftadine,medex,1.0,,Ophthalmic Solution
Alcaft,Alcaftadine,medex,1.0,,Ophthalmic Solution
Alcafta,Alcaftadine,medex,1.0,,Ophthalmic Solution
Alcasol,Potassium Citrate + Citric Acid,medex,1.0,,Oral Solution
Alcavir,Entecavir Monohydrate,medex,1.0,,Tablet
Alcefen,Aceclofenac,medex,1.0,,Tablet
Alcet,Levocetirizine Dihydrochloride,medex,1.0,,Tablet
Alchek,Olopatadine Hydrochloride,medex,1.0,,Ophthalmic Solution
Alchek DS,Olopatadine Hydrochloride,medex,1.0,,Ophthalmic Solution
Alclor,Cefaclor Monohydrate,medex,1.0,,Pediatric Drops
Alcofen,Diclofenac Sodium,medex,1.0,,Tablet
Alcofen SR,Diclofenac Sodium,medex,1.0,,Capsule (Sustained Release)
Alconil,Eucalyptol + Menthol + Methyl Salicylate + Thymol + Sodium Fluoride,medex,1.0,,Mouthwash
Alcot,Sulphamethoxazole + Trimethoprim,medex,1.0,,Tablet
Alcox,Etoricoxib,medex,1.0,,Tablet
Alda,Albendazole,medex,1.0,,Oral Suspension
Alda DS,Albendazole,medex,1.0,,Chewable Tablet
Aldaben,Albendazole,medex,1.0,,Oral Suspension
Aldaben-DS,Albendazole,medex,1.0,,Chewable Tablet
Aldes DS,Albendazole,medex,1.0,,Chewable Tablet
Aldin DS,Albendazole,medex,1.0,,Chewable Tablet
Aldoben DS,Albendazole,medex,1.0,,Chewable Tablet
Aldocort,Fludrocortisone Acetate,medex,1.0,,Tablet
Aldonist,Eplerenone,medex,1.0,,Tablet
Aldopa,Levodopa + Carbidopa,medex,1.0,,Tablet
Aldorin,Epalrestat,medex,1.0,,Tablet
Ale DS,Albendazole,medex,1.0,,Chewable Tablet
Alecensa,Alectinib,medex,1.0,,Capsule
Alecnib,Alectinib,medex,1.0,,Capsule
Aleena,Drospirenone,medex,1.0,,Tablet
Alendon,Alendronic acid,medex,1.0,,Tablet
Alenil,Cetirizine Hydrochloride,medex,1.0,,IV Injection
Alenvir,Tenofovir Alafenamide,medex,1.0,,Tablet
Alercon,Olopatadine Hydrochloride,medex,1.0,,Ophthalmic Solution
Alercon DS,Olopatadine Hydrochloride,medex,1.0,,Ophthalmic Solution
Alerest,Chlorpheniramine Maleate,medex,1.0,,Tablet
Alerfast,Fexofenadine Hydrochloride,medex,1.0,,Tablet
Alerfex,Fexofenadine Hydrochloride,medex,1.0,,Oral Suspension
Alergix MR,Mizolastine,medex,1.0,,Tablet (Modified Release)
Alerjess,Chlorpheniramine Maleate,medex,1.0,,Syrup
Alermet,Cetirizine Hydrochloride,medex,1.0,,Tablet
Alert,Loratadine,medex,1.0,,Tablet
Alertadin,Desloratadine,medex,1.0,,Tablet
Alervil,Pheniramine Maleate,medex,1.0,,Syrup
Alestin,Ebastine,medex,1.0,,Syrup
Alestor,Allylestrenol,medex,1.0,,Tablet
Aletrin,Cetirizine Hydrochloride,medex,1.0,,Tablet
Alexa,Enoxaparin Sodium,medex,1.0,,SC Injection
Aleze,Loratadine,medex,1.0,,Tablet
Alfacon,Amino Acid Ketoanalogues,medex,1.0,,Tablet
Alfacort,Triamcinolone Acetonide (Injection),medex,1.0,,IM/IA Injection
Alfagon,Recombinant Follicle Stimulating Hormone (rFSH),medex,1.0,,SC Injection
Alfane,Alpha-Lipoic Acid,medex,1.0,,Capsule
Alfasin XR,Alfuzosin Hydrochloride,medex,1.0,,Tablet (Extended Release)
Alfavir,Tenofovir Alafenamide,medex,1.0,,Tablet
Alfex,Fexofenadine Hydrochloride,medex,1.0,,Tablet
Alfil,Iron + Folic acid + Vitamin B complex + Vitamin C,medex,1.0,,Capsule
Alfixim,Cefixime Trihydrate,medex,1.0,,Powder for Suspension
Alflam,Ibuprofen (Oral),medex,1.0,,Tablet
Alfol CI,Carbonyl Iron + Folic Acid + Zinc Sulfate,medex,1.0,,Capsule (Timed Release)
Alfradin,Cephradine,medex,1.0,,Capsule
Alfradin DS,Cephradine,medex,1.0,,Powder for Suspension
Alfumax ER,Alfuzosin Hydrochloride,medex,1.0,,Tablet (Extended Release)
Algaba,Pregabalin,medex,1.0,,Capsule
Algecal C,Calcium Lactate Gluconate + Calcium Carbonate + Vitamin C,medex,1.0,,Effervescent Tablet
Algecal C Plus,Calcium Lactate Gluconate + Calcium Carbonate + Vitamin C + Vitamin D3,medex,1.0,,Effervescent Tablet
Algecal D,Algae Calcium + Vitamin D3,medex,1.0,,Tablet
Algecal Dx,Algae Calcium + Vitamin D3,medex,1.0,,Tablet
Algecal Jr.,Algae Calcium,medex,1.0,,Chewable Tablet
Algerd,Sodium Alginate + Potassium Bicarbonate,medex,1.0,,Oral Suspension
Algeum-D,Algae Calcium + Vitamin D3,medex,1.0,,Tablet
Algeum-DX,Algae Calcium + Vitamin D3,medex,1.0,,Tablet
Algicar Plus,Sodium Alginate + Sodium Bicarbonate + Calcium Carbonate,medex,1.0,,Oral Suspension
Algicid,Sodium Alginate + Potassium Bicarbonate,medex,1.0,,Chewable Tablet
Algicid DX,Sodium Alginate + Sodium Bicarbonate + Calcium Carbonate,medex,1.0,,Oral Suspension
Algicid Plus,Sodium Alginate + Sodium Bicarbonate + Calcium Carbonate,medex,1.0,,Chewable Tablet
Algicon,Sodium Alginate + Potassium Bicarbonate,medex,1.0,,Oral Suspension
Algifast,Sodium Alginate + Sodium Bicarbonate + Calcium Carbonate,medex,1.0,,Oral Suspension
Algiflux,Sodium Alginate + Sodium Bicarbonate + Calcium Carbonate,medex,1.0,,Oral Suspension
Algimax-DX,Algae Calcium + Vitamin D3,medex,1.0,,Tablet
Algin,Tiemonium Methylsulfate,medex,1.0,,IM/IV Injection
Algirex,Etoricoxib,medex,1.0,,Tablet
Algisum,Sodium Alginate + Potassium Bicarbonate,medex,1.0,,Oral Suspension
Algisum DX,Sodium Alginate + Sodium Bicarbonate + Calcium Carbonate,medex,1.0,,Oral Suspension
Algisum Max,Sodium Alginate + Sodium Bicarbonate + Calcium Carbonate,medex,1.0,,Oral Suspension
Algita D,Algae Calcium + Vitamin D3,medex,1.0,,Tablet
Algita DX,Algae Calcium + Vitamin D3,medex,1.0,,Tablet
Algrofin,Crizotinib,medex,1.0,,Capsule
Alia,Allylestrenol,medex,1.0,,Tablet
Alice,Ivermectin (Topical),medex,1.0,,Lotion
Alimag,Aluminium Hydroxide + Magnesium Hydroxide,medex,1.0,,Chewable Tablet
Alimta,Pemetrexed,medex,1.0,,IV Infusion
Alinix,Nitazoxanide,medex,1.0,,Powder for Suspension
Alistin,Acetylcysteine,medex,1.0,,Nebuliser Solution
Alistin DT,Acetylcysteine,medex,1.0,,Dispersible Tablet
Alistin EF,Acetylcysteine,medex,1.0,,Effervescent Tablet
Alivio,Methyl Salicylate + Menthol,medex,1.0,,Cream
Alivio Extra,Methyl Salicylate + Menthol + Camphor,medex,1.0,,Cream
ALK,Brigatinib,medex,1.0,,Tablet
Alkalina,Sodium Bicarbonate,medex,1.0,,Tablet
Alkamax,Potassium Citrate + Citric Acid,medex,1.0,,Oral Solution
Alkamin,Chlorpheniramine Maleate,medex,1.0,,Syrup
Alkanon,Nabumetone,medex,1.0,,Tablet
Alkanon DT,Nabumetone,medex,1.0,,Dispersible Tablet
Alkaparol,Paracetamol,medex,1.0,,Oral Suspension
Alkatrim,Sulphamethoxazole + Trimethoprim,medex,1.0,,Oral Suspension
Alkazol,Metronidazole,medex,1.0,,Oral Suspension
Alken,Potassium Citrate + Citric Acid,medex,1.0,,Oral Solution
Alkenib,Lapatinib,medex,1.0,,Tablet
Alkixen,Crizotinib,medex,1.0,,Capsule
Alkriz,Crizotinib,medex,1.0,,Capsule
Alkurin,Potassium Citrate + Citric Acid,medex,1.0,,Oral Solution
Allbeevit,Vitamin B complex,medex,1.0,,Tablet
Allbeevit-M,Multivitamin & Multimineral,medex,1.0,,Tablet
Alleloc,Olopatadine Hydrochloride,medex,1.0,,Ophthalmic Solution
Alleloc DS,Olopatadine Hydrochloride,medex,1.0,,Ophthalmic Solution
Allercet,Cetirizine Hydrochloride,medex,1.0,,Syrup
Allergan,Promethazine Hydrochloride,medex,1.0,,Oral Solution
Allerkit,Ketotifen Fumarate (Oral),medex,1.0,,Syrup
Allerkit-E,Ketotifen Fumarate (Ophthalmic),medex,1.0,,Ophthalmic Solution
Allernil,Cetirizine Hydrochloride,medex,1.0,,Syrup
Allertin,Bilastine,medex,1.0,,Oral Solution
Allertin ODT,Bilastine,medex,1.0,,Dispersible Tablet
Allet,Olopatadine Hydrochloride,medex,1.0,,Ophthalmic Solution
Allet DS,Olopatadine Hydrochloride,medex,1.0,,Ophthalmic Solution
Allet Max,Olopatadine Hydrochloride,medex,1.0,,Ophthalmic Solution
Allion Gold,Multivitamin & Multimineral [A-Z gold preparation],medex,1.0,,Tablet
Allion Silver,Multivitamin & Multimineral [A-Z silver preparation],medex,1.0,,Tablet
Allphen,Promethazine Hydrochloride,medex,1.0,,Oral Solution
AllStar,Insulin device & needle,medex,1.0,,Insulin Device
Allygest,Allylestrenol,medex,1.0,,Tablet
Allynol,Allylestrenol,medex,1.0,,Tablet
Almasil MS,Aluminium Hydroxide + Magnesium Hydroxide + Simethicone,medex,1.0,,Oral Suspension
Almex,Albendazole,medex,1.0,,Oral Suspension
Almigut,Domperidone Maleate,medex,1.0,,Tablet
Almin,Albendazole,medex,1.0,,Oral Suspension
Almitan,Almotriptan,medex,1.0,,Tablet
Almovate,Clobetasol Propionate,medex,1.0,,Ointment
Almoxil,Amoxicillin Trihydrate,medex,1.0,,Capsule
Alneed,Iron + Folic acid + Vitamin B complex + Vitamin C,medex,1.0,,Capsule
Alneed Gold,Iron Polymaltose Complex + Folic Acid + Zinc + Vitamin B-Complex,medex,1.0,,Capsule
Alneed Plus,Iron + Folic Acid + Vitamin B Complex + Vitamine C + Zinc Sulfate,medex,1.0,,Capsule
Alodia,Alogliptin Benzoate,medex,1.0,,Tablet
Alofen,Aceclofenac,medex,1.0,,Tablet
Aloglip,Alogliptin Benzoate,medex,1.0,,Tablet
Alona,Aceclofenac,medex,1.0,,Tablet
Alopin,Amlodipine Besilate,medex,1.0,,Tablet
Aloran,Desloratadine,medex,1.0,,Tablet
Aloten,Amlodipine Besilate + Atenolol,medex,1.0,,Tablet
Aloten Forte,Amlodipine Besilate + Atenolol,medex,1.0,,Tablet
Alovit BZ,Vitamin B Complex + Zinc,medex,1.0,,Tablet
Alovit Gold,Multivitamin & Multimineral [A-Z gold preparation],medex,1.0,,Tablet
Alpa Extra,Paracetamol + Caffeine,medex,1.0,,Tablet
Alpam,Alprazolam,medex,1.0,,Tablet
Alpatin,Epinastine Hydrochloride,medex,1.0,,Ophthalmic Solution
Alpesib,Alpelisib,medex,1.0,,Tablet
Alphagan P,Brimonidine Tartrate,medex,1.0,,Ophthalmic Solution
Alphalok,Prazosin Hydrochloride,medex,1.0,,Tablet
Alphalok XR,Prazosin Hydrochloride,medex,1.0,,Tablet (Extended Release)
Alphanate,Alphanate,medex,1.0,,IV Infusion
Alphapress,Prazosin Hydrochloride,medex,1.0,,Tablet
Alphapress XR,Prazosin Hydrochloride,medex,1.0,,Tablet (Extended Release)
Alphedin,Fexofenadine Hydrochloride,medex,1.0,,Tablet
Alphin DS,Albendazole,medex,1.0,,Chewable Tablet
ALPK2 (Original),BP monitoring device,medex,1.0,,BP Monitor Device
ALPK2 (V500),BP monitoring device,medex,1.0,,BP Monitor Device
Alprax,Alprazolam,medex,1.0,,Tablet
Alprax XR,Alprazolam,medex,1.0,,Tablet (Extended Release)
Alprazol,Alprazolam,medex,1.0,,Tablet
Alpro,Albendazole,medex,1.0,,Chewable Tablet
Altadin,Alcaftadine,medex,1.0,,Ophthalmic Solution
Alterin,Diclofenac Sodium,medex,1.0,,Tablet
Alterin TR,Diclofenac Sodium,medex,1.0,,Capsule (Timed Release)
Altina,Lapatinib,medex,1.0,,Tablet
Alton,Esomeprazole,medex,1.0,,IV Injection
Altorec,Ketorolac Tromethamine,medex,1.0,,Tablet
Altovas,Atorvastatin Calcium,medex,1.0,,Tablet
Altrax,Levamisole Hydrochloride,medex,1.0,,Syrup
Altrip,Almotriptan,medex,1.0,,Tablet
Altrum Gold,Multivitamin & Multimineral [A-Z gold preparation],medex,1.0,,Tablet
Altrum Silver,Multivitamin & Multimineral [A-Z silver preparation],medex,1.0,,Tablet
Alucil-S,Aluminium Hydroxide + Magnesium Hydroxide + Simethicone,medex,1.0,,Oral Suspension
Aluctin,Flurazepam,medex,1.0,,Capsule
Aluric,Allopurinol,medex,1.0,,Tablet
Alurol,Allopurinol,medex,1.0,,Tablet
Alve,Alverine Citrate,medex,1.0,,Tablet
Alvenor,Diosmin + Hesperidin,medex,1.0,,Tablet
Alveofact,Phospholipids,medex,1.0,,Intratracheal Suspension
Alverate,Alverine Citrate,medex,1.0,,Tablet
Alverin,Alverine Citrate,medex,1.0,,Tablet
Alvit C,Vitamin C [Ascorbic acid],medex,1.0,,Syrup
Alvit Gold,Multivitamin & Multimineral [A-Z gold preparation],medex,1.0,,Syrup
Alvit-B Gold,Vitamin B complex + Vitamin C,medex,1.0,,Capsule
Alvit-Z,Vitamin B Complex + Zinc,medex,1.0,,Syrup
Alvita,"Vitamin B1, B6 & B12",medex,1.0,,Tablet
Alvital,Super antioxidant [vitamins & minerals],medex,1.0,,Tablet
Alvolex,Salbutamol,medex,1.0,,Syrup
Alvonib,Osimertinib,medex,1.0,,Tablet
Alytus,Acetylcysteine,medex,1.0,,Effervescent Tablet
Alzacare,Memantine + Donepezil,medex,1.0,,Capsule (Extended Release)
Alzed,Albendazole,medex,1.0,,Chewable Tablet
Alzema,Dithranol + Boric Acid + Salicylic Acid,medex,1.0,,Ointment
Alzolam,Alprazolam,medex,1.0,,Tablet
Alzolux DS,Albendazole,medex,1.0,,Chewable Tablet
AM,Azithromycin Dihydrate,medex,1.0,,Powder for Suspension
Amantril,Amantadine Hydrochloride,medex,1.0,,Capsule
Amarin,Pheniramine Maleate,medex,1.0,,IM/IV Injection
Amaryl,Glimepiride,medex,1.0,,Tablet
Amaryl M,Glimepiride + Metformin,medex,1.0,,Tablet (Prolonged Release)
Amason,Dexamethasone,medex,1.0,,Tablet
Ambeecal,Calcium Carbonate,medex,1.0,,Tablet
Ambeecal-D,Conventional Calcium + Vitamin D3,medex,1.0,,Tablet
Ambeeclox,Cloxacillin Sodium,medex,1.0,,Capsule
Ambeet,Ambroxol Hydrochloride,medex,1.0,,Syrup
Ambeexin,Amoxicillin Trihydrate,medex,1.0,,Powder for Suspension
Amber,Rosuvastatin Calcium,medex,1.0,,Tablet
Ambfex,Fexofenadine Hydrochloride,medex,1.0,,Tablet
Ambix,Ambroxol Hydrochloride,medex,1.0,,Syrup
Ambkust,Montelukast Sodium,medex,1.0,,Tablet
Ambocus,Ambroxol Hydrochloride,medex,1.0,,Pediatric Drops
Ambokof,Ambroxol Hydrochloride,medex,1.0,,Pediatric Drops
Ambolin,Ambroxol Hydrochloride,medex,1.0,,Syrup
Ambolos,Ambroxol Hydrochloride,medex,1.0,,Syrup
Ambolyt,Ambroxol Hydrochloride,medex,1.0,,Syrup
Ambolyt SR,Ambroxol Hydrochloride,medex,1.0,,Capsule (Sustained Release)
Amboral,Ambroxol Hydrochloride,medex,1.0,,Syrup
Ambosil,Ambroxol Hydrochloride,medex,1.0,,Syrup
Amboten,Ambroxol Hydrochloride,medex,1.0,,Syrup
Amboxol,Ambroxol Hydrochloride,medex,1.0,,Syrup
Ambozin,Ambroxol Hydrochloride,medex,1.0,,Syrup
Ambozin SR,Ambroxol Hydrochloride,medex,1.0,,Capsule (Sustained Release)
Ambrisan,Ambrisentan,medex,1.0,,Tablet
Ambrocod,Ambroxol Hydrochloride,medex,1.0,,Syrup
Ambrodex,Ambroxol Hydrochloride,medex,1.0,,Syrup
Ambrogen,Ambroxol Hydrochloride,medex,1.0,,Syrup
Ambrokof,Ambroxol Hydrochloride,medex,1.0,,Syrup
Ambromax,Ambroxol Hydrochloride,medex,1.0,,Syrup
Ambronaaf,Ambroxol Hydrochloride,medex,1.0,,Syrup
Ambronil,Ambroxol Hydrochloride,medex,1.0,,Syrup
Ambrop,Ambroxol Hydrochloride,medex,1.0,,Syrup
Ambrosia,Ambroxol Hydrochloride,medex,1.0,,Syrup
Ambrosol,Ambroxol Hydrochloride,medex,1.0,,Capsule (Sustained Release)
Ambrotil,Ambroxol Hydrochloride,medex,1.0,,Syrup
Ambroton,Ambroxol Hydrochloride,medex,1.0,,Syrup
Ambrotus,Ambroxol Hydrochloride,medex,1.0,,Syrup
Ambrox,Ambroxol Hydrochloride,medex,1.0,,Pediatric Drops
Ambrox SR,Ambroxol Hydrochloride,medex,1.0,,Capsule (Sustained Release)
Ambroxol,Ambroxol Hydrochloride,medex,1.0,,Syrup
Ambroxol SR,Ambroxol Hydrochloride,medex,1.0,,Capsule (Sustained Release)
Ambryl,Ambroxol Hydrochloride,medex,1.0,,Pediatric Drops
Ambuterol,Bambuterol Hydrochloride,medex,1.0,,Oral Solution
Amcold,Ambroxol Hydrochloride,medex,1.0,,Syrup
Amdepin AT,Amlodipine Besilate + Atenolol,medex,1.0,,Tablet
Amdin,Amlodipine Besilate,medex,1.0,,Tablet
Amdin Plus,Amlodipine Besilate + Atenolol,medex,1.0,,Tablet
Amdocal,Amlodipine Besilate,medex,1.0,,Tablet
Amdocal Plus,Amlodipine Besilate + Atenolol,medex,1.0,,Tablet
Amdocal Pro,Bisoprolol Fumarate + Amlodipine Besilate,medex,1.0,,Tablet
Amdoper,Amlodipine Besilate,medex,1.0,,Tablet
Amdova,Amlodipine Besilate + Atorvastatin,medex,1.0,,Tablet
Amela,Fluocinolone Acetonide + Hydroquinone + Tretinoin,medex,1.0,,Cream
Amelex,Flupentixol + Melitracen,medex,1.0,,Tablet
Ameloss,Donepezil Hydrochloride,medex,1.0,,Tablet
Ameloss M,Memantine + Donepezil,medex,1.0,,Capsule (Extended Release)
Amenavir,Amenamevir,medex,1.0,,Tablet
Ametrol-VT,Metronidazole + Miconazole Nitrate,medex,1.0,,Vaginal Tablet
Amezol,Metronidazole,medex,1.0,,Oral Suspension
Amfrad,Cephradine,medex,1.0,,Capsule
Amibac,Amikacin,medex,1.0,,IM/IV Injection
Amicard Plus,Amlodipine Besilate + Atenolol,medex,1.0,,Tablet
AmiClean,Sodium Thiosulfate,medex,1.0,,Tablet
Amiclo,Amitriptyline Hydrochloride + Chlordiazepoxide,medex,1.0,,Tablet
AmiCoxib,Etoricoxib,medex,1.0,,Tablet
Amidol,Iopamidol,medex,1.0,,Injection
Amifen,Mefenamic acid,medex,1.0,,Tablet
Amifex,Fexofenadine Hydrochloride,medex,1.0,,Tablet
Amiflox,Ciprofloxacin,medex,1.0,,Tablet
Amiflox DS,Ciprofloxacin,medex,1.0,,Powder for Suspension
Amikast,Montelukast Sodium,medex,1.0,,Tablet
Amikin,Amikacin,medex,1.0,,IM/IV Injection
Amilac,"Amino Acid, D-Sorbitol & Electrolytes",medex,1.0,,IV Infusion
Amilax,Flupentixol + Melitracen,medex,1.0,,Tablet
Amilin,Amitriptyline Hydrochloride,medex,1.0,,Tablet
Amilin Max,Amitriptyline Hydrochloride + Chlordiazepoxide,medex,1.0,,Tablet
Amilin Plus,Amitriptyline Hydrochloride + Chlordiazepoxide,medex,1.0,,Tablet
Amimax,Amikacin,medex,1.0,,IM/IV Injection
AminoBost,"Amino Acid, D-Sorbitol & Electrolytes",medex,1.0,,IV Infusion
Aminomax,"Amino Acid, D-Sorbitol & Electrolytes",medex,1.0,,IV Infusion
Aminomax Gold,"Amino acids, Glucose & Electrolytes",medex,1.0,,IV Infusion
Aminomix,"Amino Acid, D-Sorbitol & Electrolytes",medex,1.0,,IV Infusion
Aminophylline,Aminophylline,medex,1.0,,Tablet
Aminosin,"Amino Acid, D-Sorbitol & Electrolytes",medex,1.0,,IV Infusion
Aminosin Plus,"Amino acids, Glucose & Electrolytes",medex,1.0,,IV Infusion
Aminosol Gold,"Amino acids, Glucose & Electrolytes",medex,1.0,,IV Infusion
Aminosol IV,"Amino Acid, D-sorbitol, Vitamins & Electrolytes",medex,1.0,,IV Infusion
Aminosol Vit,"Amino Acid, D-Sorbitol & Electrolytes",medex,1.0,,IV Infusion
Aminosteril N-Hepa,Amino Acid,medex,1.0,,IV Infusion
Aminosyn,"Amino Acid, D-Sorbitol & Electrolytes",medex,1.0,,IV Infusion
Amiodarone Hameln,Amiodarone Hydrochloride,medex,1.0,,Injection
Amiphin,Ceftriaxone Sodium,medex,1.0,,IV Injection
Amipride,Amisulpride,medex,1.0,,Tablet
Amirid,Metronidazole,medex,1.0,,Tablet
Amiron,Mirtazapine,medex,1.0,,Tablet
Amisol,"Amino Acid, D-Sorbitol & Electrolytes",medex,1.0,,IV Infusion
Amisol Gold,"Amino acids, Glucose & Electrolytes",medex,1.0,,IV Infusion
Amisure,Amisulpride,medex,1.0,,IV Infusion
Amit,Amitriptyline Hydrochloride,medex,1.0,,Tablet
Amitip,Amitriptyline Hydrochloride,medex,1.0,,Tablet
Amival,Fluphenazine + Nortriptyline,medex,1.0,,Tablet
Amlevo,Levamlodipine Maleate,medex,1.0,,Tablet
Amlex,Amlexanox,medex,1.0,,Oral Paste
Amlip,Amlodipine Besilate + Atorvastatin,medex,1.0,,Tablet
Amlo,Amlodipine Besilate,medex,1.0,,Tablet
Amlobet,Amlodipine Besilate + Atenolol,medex,1.0,,Tablet
Amlocard,Amlodipine Besilate,medex,1.0,,Tablet
Amlocard Plus,Amlodipine Besilate + Atenolol,medex,1.0,,Tablet
Amlohil,Amlodipine Besilate,medex,1.0,,Tablet
Amlonaaf,Amlodipine Besilate,medex,1.0,,Tablet
Amlopin,Amlodipine Besilate,medex,1.0,,Tablet
Amlosartan,Amlodipine Besilate + Valsartan,medex,1.0,,Tablet
Amlosin,Amlodipine Besilate,medex,1.0,,Tablet
Amlosin Plus,Amlodipine Besilate + Atenolol,medex,1.0,,Tablet
Amlosun,Amlodipine Besilate,medex,1.0,,Tablet
Amlotab,Amlodipine Besilate,medex,1.0,,Tablet
Amloten,Amlodipine Besilate + Atenolol,medex,1.0,,Tablet
Amlotol Plus,Amlodipine Besilate + Atenolol,medex,1.0,,Tablet
